Rhyme Scheme Letter;Line Number;Lyrics;Phonetic Transcription
l;79;so forgive me Your Honor but he ran into my knife five times;s_ow f_er_g_ih_v m_iy y_ao_r aa_n_er b_ah_t hh_iy r_ae_n ih_n_t_uw m_ay n_ay_f f_ay_v t_ay_m_z
a;32;he had it (comin-);hh_iy hh_ae_d ih_t k_ow_m_ah_n_eh
c;60;he only had himself to blame;hh_iy ow_n_l_iy hh_ae_d hh_ih_m_s_eh_l_f t_uw b_l_ey_m
a;91;he had it (comin-);hh_iy hh_ae_d ih_t k_ow_m_ah_n_eh
a;27;he had it (comin-);hh_iy hh_ae_d ih_t k_ow_m_ah_n_eh
g;72;if you know he don-t smoke you shouldn-t smell reefer;ah_f y_uw n_ow hh_iy d_ow_n_t s_m_ow_k y_uw sh_uh_d_ah_n_t s_m_eh_l r_iy_f_er_r
a;0;dana Owens aka Queen Latifah yes Im here to testify;d_ey_n_ah ow_ah_n_z aa_k_ah k_w_iy_n L_ah_t_iy_f_ax_hh y_eh_s ay_m hh_ih_r t_uw t_eh_s_t_ah_f_ay
c;57;i think that you would have done the same;ay th_ih_ng_k dh_ae_t y_uw w_uh_d hh_ae_v d_ah_n dh_ah s_ey_m
c;94;i think that you would have done the same;ay th_ih_ng_k dh_ae_t y_uw w_uh_d hh_ae_v d_ah_n dh_ah s_ey_m
m;29;if you-d-ve been there if you-d-ve seen it;ah_f ih_ax_ao b_ih_n dh_eh_r ah_f ih_ax_ao s_iy_n ih_t
a;48;kicked you in your ribs choked you til you stopped (breathin-);k_ih_k_t y_uw ih_n y_ao_r r_ih_b_z ch_ow_k_t y_uw t_ih_l y_uw s_t_aa_p_t b_r_eh_th_iy_n_eh
l;44;it ain-t my fault he ran into my knife 20 times;ih_t ey_n_t m_ay f_ao_l_t hh_iy r_ae_n ih_n_t_uw m_ay n_ay_f  t_ay_m_z
g;73;if you catch him cheatin you shouldn-t yell either;ah_f y_uw k_ae_ch hh_ih_m ch_iy_t_iy_n y_uw sh_uh_d_ah_n_t y_eh_l iy_dh_er
c;82;he only had himself to blame;hh_iy ow_n_l_iy hh_ae_d hh_ih_m_s_eh_l_f t_uw b_l_ey_m
a;47;broke your nose til it started (bleedin-);b_r_ow_k y_ao_r n_ow_z t_ih_l ih_t s_t_aa_r_t_ah_d b_l_iy_d_iy_n_eh
d;65;how many of you been in my shoes before;hh_aw m_eh_n_iy ah_v y_uw b_ih_n ih_n m_ay sh_uw_z b_ah_f_ao_r
g;18;girl you shoulda seen it shoulda bobbed and weaved;g_er_l y_uw sh_uh_d_ae s_iy_n ih_t sh_uh_d_ae b_aa_b_er_d ah_n_d w_iy_v_d
m;83;if you-d-ve been there if you-d-ve seen it;ah_f ih_ax_ao b_ih_n dh_eh_r ah_f ih_ax_ao s_iy_n ih_t
c;30;i think that you would have done the same;ay th_ih_ng_k dh_ae_t y_uw w_uh_d hh_ae_v d_ah_n dh_ah s_ey_m
e;15;see why I pictured me on this side of the law;s_iy w_ay ay p_ih_k_ch_er_d m_iy aa_n dh_ih_s s_ay_d ah_v dh_ah l_aa
a;81;he had it (comin-);hh_iy hh_ae_d ih_t k_ow_m_ah_n_eh
c;6;he only had himself to blame;hh_iy ow_n_l_iy hh_ae_d hh_ih_m_s_eh_l_f t_uw b_l_ey_m
f;23;plus I look real cute in orange jumpsuits;p_l_ah_s ay l_uh_k r_iy_l k_y_uw_t ih_n ao_r_ah_n_jh jh_ah_m_p_s_uw_t_s
p;37;aight aight lets get this over with;ah_iy_g_h_t ah_iy_g_h_t w_iy_s g_eh_t dh_ih_s ow_v_er w_ih_dh
m;93;if you-d-ve been there if you-d-ve seen it;ah_f ih_ax_ao b_ih_n dh_eh_r ah_f ih_ax_ao s_iy_n ih_t
g;77;and I come home to this please;ah_n_d ay k_ah_m hh_ow_m t_uw dh_ih_s p_l_iy_z
b;3;can I just tell you what happened;k_ah_n ay jh_ah_s_t t_eh_l y_uw w_ah_t hh_ae_p_ah_n_d
c;33;he only had himself to blame;hh_iy ow_n_l_iy hh_ae_d hh_ih_m_s_eh_l_f t_uw b_l_ey_m
c;87;he only had himself to blame;hh_iy ow_n_l_iy hh_ae_d hh_ih_m_s_eh_l_f t_uw b_l_ey_m
l;46;what you woulda did if every other day he blacked your eye;w_ah_t y_uw w_uh_d_ae d_ih_d ah_f eh_v_er_iy ah_dh_er d_ey hh_iy b_l_ae_k_t y_ao_r ay
g;70;made a new mission how to catch a cheater;m_ey_d ah n_y_uw m_ih_sh_ah_n hh_aw t_uw k_ae_ch ah ch_iy_t_er
a;54;he had it (comin-);hh_iy hh_ae_d ih_t k_ow_m_ah_n_eh
a;5;he had it (comin-);hh_iy hh_ae_d ih_t k_ow_m_ah_n_eh
c;92;he only had himself to blame;hh_iy ow_n_l_iy hh_ae_d hh_ih_m_s_eh_l_f t_uw b_l_ey_m
n;10;i mean imagine why was he hittin his woman;ay m_iy_n ih_m_ae_jh_ah_n w_ay w_ah_z hh_iy hh_ih_t_iy_n hh_ih_z w_uh_m_ah_n
o;22;but you know girl yeah you go girl;b_ah_t y_uw n_ow g_er_l y_ae y_uw g_ow g_er_l
l;43;im not guilty just tryin to protect mine;ay_m n_ax_t g_ih_l_t_iy jh_ah_s_t t_r_ay_iy_n t_uw p_r_ax_t_eh_k_t m_ay_n
c;84;i think that you would have done the same;ay th_ih_ng_k dh_ae_t y_uw w_uh_d hh_ae_v d_ah_n dh_ah s_ey_m
q;39;Lil Kim aka Sofia Luchiani;l_ih_l k_ih_m aa_k_ah s_ow_f_iy_ah L_ah_ch_ih_ae_n_ax
a;13;and me at the top smilin-  he shoulda stopped (wildin-);ah_n_d m_iy ae_t dh_ah t_aa_p  s_m_ay_l_ih_ng_ae hh_iy sh_uh_d_ae s_t_aa_p_t w_ay_l_d_iy_n_eh
d;14;now could you picture me tryin to finish him off;n_aw k_uh_d y_uw p_ih_k_ch_er m_iy t_r_ay_iy_n t_uw f_ih_n_ih_sh hh_ih_m ao_f
c;67;puttin up with his tired ass in the first place;p_ah_t_iy_n ah_p w_ih_dh hh_ih_z t_ay_r_d ae_s ih_n dh_ah f_er_s_t p_l_ey_s
