Rhyme Scheme Letter;Line Number;Lyrics;Phonetic Transcription
t;28;tyrese I beat that pussy up like Ali but I need one that look like Taraji Who;t_s_er ay b_iy_t dh_ae_t p_uh_s_iy ah_p l_ay_k aa_l_iy b_ah_t ay n_iy_d w_ah_n dh_ae_t l_uh_k l_ay_k T_ah_r_ae_j_ax hh_uw
e;38;hv Gutter Nigga I don-t snort that Yolo Im in love with that;ey_ch_v g_ah_t_er N_ih_g_g_ae ay d_ow_n_t s_n_ao_r_t dh_ae_t Y_oh_l_ax ay_m ih_n l_ah_v w_ih_dh dh_ae_t
h;44;yeah man you niggas gotta try harder bitch;y_ae m_ae_n y_uw n_ih_g_ae_s g_aa_t_ah t_r_ay hh_aa_r_d_er b_ih_ch
b;2;we gon need like 10 plates niggas bite styles so I switch my template Wait;w_iy g_aa_n n_iy_d l_ay_k  p_l_ey_t_s n_ih_g_ae_s b_ay_t s_t_ay_l_z s_ow ay s_w_ih_ch m_ay t_eh_m_p_l_ah_t w_ey_t
n;11;her friend with the ass fuck till the morning then order the steak with the;hh_er f_r_eh_n_d w_ih_dh dh_ah ae_s f_ah_k t_ih_l dh_ah m_ao_r_n_ih_ng dh_eh_n ao_r_d_er dh_ah s_t_ey_k w_ih_dh dh_iy
a;10;mad lace em with swag I feel like its twitter I stay with the hash Tag team;m_ae_d l_ey_s eh_m w_ih_dh s_w_ae_g ay f_iy_l l_ay_k ih_t_s t_w_iy_t_ax_r ay s_t_ey w_ih_dh dh_ah hh_ae_sh t_ae_g t_iy_m
g;24;need a O bro Fuck a blunt I need a cone bro Im in love with the smoke;n_iy_d ah ow b_r_ow f_ah_k ah b_l_ah_n_t ay n_iy_d ah k_ow_n b_r_ow ay_m ih_n l_ah_v w_ih_dh dh_ah s_m_ow_k
l;5;planes over blunts niggas can hate if they want but its okay if don-t Im;p_l_ey_n_z ow_v_er b_l_ah_n_t_s n_ih_g_ae_s k_ae_n hh_ey_t ih_f dh_ey w_aa_n_t b_ah_t ih_t_s ow_k_ey ah_f d_ow_n_t ay_m
o;17;keep producing Gotta problem Im that solution don-t fuck with hoes who try;k_iy_p p_r_ah_d_uw_s_ih_ng g_aa_t_ah p_r_aa_b_l_ah_m ay_m dh_ae_t s_ah_l_uw_sh_ah_n d_ow_n_t f_ah_k w_ih_dh hh_ow_z hh_uw t_r_ay
e;8;smoking gas she throwing ass she gon let me hit wit no shoulder pads;s_m_ow_k_ih_ng g_ae_s sh_iy th_r_ow_ih_ng ae_s sh_iy g_aa_n l_eh_t m_iy hh_ih_t w_ih_t n_ow sh_ow_l_d_er p_ae_d_z
h;36;nigga yeah I blow the whole bag nigga;n_ih_g_ae y_ae ay b_l_ow dh_ah hh_ow_l b_ae_g n_ih_g_ae
q;19;like Sony Carry my team bitch I feel like Im Kobe but its 1 and we going;l_ay_k s_ow_n_iy k_ae_r_iy m_ay t_iy_m b_ih_ch ay f_iy_l l_ay_k ay_m k_ow_b_ey b_ah_t ih_t_s ah_ae ah_n_d w_iy g_ow_ih_ng
b;31;in the dirt where you laying Know that I roll hella herb in a plane takeover;ih_n dh_ah d_er_t w_eh_r y_uw l_ey_ih_ng n_ow dh_ae_t ay r_ow_l hh_eh_l_ae er_b ih_n ah p_l_ey_n t_ey_k_ow_v_er
a;18;acting bougie God damn it yo bitch want me Ima gon leave her leaking I feel;ae_k_t_ih_ng b_uw_zh_iy g_aa_d d_ae_m ih_t y_ow b_ih_ch w_aa_n_t m_iy I_m_ae g_aa_n l_iy_v hh_er l_iy_k_ih_ng ay f_iy_l
i;0;hv Gutter She in love with Ye that bitch think she Kim K And;ey_ch_v g_ah_t_er sh_iy ih_n_ch l_ah_v w_ah_dh y_iy dh_ah_t b_ih_ch th_ih_ng_k sh_iy k_ih_m k_ey ah_n_d
r;23;though I got it for the Lolo Im in love with that smoke though Fuck a 7;dh_ow ay g_aa_t ih_t f_ao_r dh_ah L_oh_l_ax ih_m ih_n l_ah_v w_ih_dh dh_ae_t s_m_ow_k dh_ow f_ah_k ah ah_ae
p;15;smoke kush it make me feel better and if yo bitch choosing just keep it;s_m_ow_k k_uh_sh ih_t m_ey_k m_iy f_iy_l b_eh_t_er ah_n_d ah_f y_ow b_ih_ch ch_uw_z_ih_ng jh_ah_s_t k_iy_p ih_t
g;41;lolo Im in love with that smoke though;l_ow_l_ah_ae ay_m ih_n l_ah_v w_ih_dh dh_ae_t s_m_ow_k dh_ow
a;25;though Smoke them papers bet yo hoe know who I be;dh_ow s_m_ow_k dh_eh_m p_ey_p_er_z b_eh_t y_ow hh_ow n_ow hh_uw ay b_iy
b;34;then sell the collage Im working so hard thats V take it over we gon take;dh_eh_n s_eh_l dh_ah k_ah_l_aa_zh ay_m w_er_k_ih_ng s_ow hh_aa_r_d dh_ae_t_s v_iy t_ey_k ih_t ow_v_er w_iy g_aa_n t_ey_k
i;40;fuck a 7 need a O bro Fuck a blunt I need a cone bro I got it for the;f_ah_k ah ah_ae n_iy_d ah ow b_r_ow f_ah_k ah b_l_ah_n_t ay n_iy_d ah k_ow_n b_r_ow ay g_aa_t ih_t f_ao_r dh_ah
s;27;hv Gutter Yeah I go by HV dark shades I can-t see shades dark (as);ey_ch_v g_ah_t_er y_ae ay g_ow b_ay  d_aa_r_k sh_ey_d_z ay k_ae_n_t s_iy sh_ey_d_z d_aa_r_k ae_z
f;12;eggs You niggas ain-t yet on my level still gotta pedal up this hill forever;eh_g_z y_uw n_ih_g_ae_s ey_n_t y_eh_t aa_n m_ay l_eh_v_ah_l s_t_ih_l g_aa_t_ah p_eh_d_ah_l ah_p dh_ih_s hh_ih_l f_er_eh_v_er
d;4;bass in the trunk shaking em up I had leftover pussy I ate it for lunch;b_ey_s ih_n_ch dh_iy t_r_ah_ng_k sh_ey_k_ih_ng eh_m ah_p ay hh_ae_d l_eh_f_t_ow_v_er p_uh_s_iy ay ey_t ah_t f_r_er l_ah_n_ch
